Format,2.0A,
Memory Length,5000,
Trigger Level,35.0mV,
Source,CH1,
Label, ,
Probe Ratio,1.000E+00,
Vertical Units,V,
Vertical Scale,2.000E-02,
Vertical Position,-1.136E-01,
Horizontal Units,S,
Horizontal Scale,1.000E-05,
Horizontal Position,4.530E-05,
Horizontal Mode,Main,
Sampling Period,2.000E-08,
Firmware,V1.13,
Time,15-Nov-18 23:37:02,
Mode,Detail,
Waveform Data,
-4.820000e-05,6.96e-02,
-4.818000e-05,7.28e-02,
-4.816000e-05,7.04e-02,
-4.814000e-05,7.28e-02,
-4.812000e-05,6.96e-02,
-4.810000e-05,7.20e-02,
-4.808000e-05,7.04e-02,
-4.806000e-05,7.20e-02,
-4.804000e-05,7.04e-02,
-4.802000e-05,7.28e-02,
-4.800000e-05,7.04e-02,
-4.798000e-05,7.20e-02,
-4.796000e-05,7.04e-02,
-4.794000e-05,7.20e-02,
-4.792000e-05,7.04e-02,
-4.790000e-05,7.28e-02,
-4.788000e-05,7.04e-02,
-4.786000e-05,7.20e-02,
-4.784000e-05,7.04e-02,
-4.782000e-05,7.28e-02,
-4.780000e-05,6.96e-02,
-4.778000e-05,7.20e-02,
-4.776000e-05,7.04e-02,
-4.774000e-05,7.20e-02,
-4.772000e-05,7.04e-02,
-4.770000e-05,7.20e-02,
-4.768000e-05,7.04e-02,
-4.766000e-05,7.20e-02,
-4.764000e-05,7.04e-02,
-4.762000e-05,7.20e-02,
-4.760000e-05,7.04e-02,
-4.758000e-05,7.20e-02,
-4.756000e-05,7.04e-02,
-4.754000e-05,7.20e-02,
-4.752000e-05,7.04e-02,
-4.750000e-05,7.20e-02,
-4.748000e-05,6.96e-02,
-4.746000e-05,7.28e-02,
-4.744000e-05,7.04e-02,
-4.742000e-05,7.20e-02,
-4.740000e-05,7.04e-02,
-4.738000e-05,7.20e-02,
-4.736000e-05,7.04e-02,
-4.734000e-05,7.28e-02,
-4.732000e-05,7.04e-02,
-4.730000e-05,7.28e-02,
-4.728000e-05,7.04e-02,
-4.726000e-05,7.36e-02,
-4.724000e-05,7.04e-02,
-4.722000e-05,7.20e-02,
-4.720000e-05,7.20e-02,
-4.718000e-05,7.20e-02,
-4.716000e-05,7.20e-02,
-4.714000e-05,7.28e-02,
-4.712000e-05,7.04e-02,
-4.710000e-05,7.20e-02,
-4.708000e-05,7.04e-02,
-4.706000e-05,7.20e-02,
-4.704000e-05,7.04e-02,
-4.702000e-05,7.20e-02,
-4.700000e-05,7.04e-02,
-4.698000e-05,7.20e-02,
-4.696000e-05,7.04e-02,
-4.694000e-05,7.20e-02,
-4.692000e-05,7.04e-02,
-4.690000e-05,7.20e-02,
-4.688000e-05,6.96e-02,
-4.686000e-05,7.20e-02,
-4.684000e-05,7.04e-02,
-4.682000e-05,7.20e-02,
-4.680000e-05,7.04e-02,
-4.678000e-05,7.20e-02,
-4.676000e-05,7.04e-02,
-4.674000e-05,7.20e-02,
-4.672000e-05,7.12e-02,
-4.670000e-05,7.04e-02,
-4.668000e-05,7.28e-02,
-4.666000e-05,7.28e-02,
-4.664000e-05,7.12e-02,
-4.662000e-05,7.28e-02,
-4.660000e-05,7.28e-02,
-4.658000e-05,7.36e-02,
-4.656000e-05,7.20e-02,
-4.654000e-05,7.36e-02,
-4.652000e-05,7.12e-02,
-4.650000e-05,7.36e-02,
-4.648000e-05,7.12e-02,
-4.646000e-05,7.28e-02,
-4.644000e-05,7.12e-02,
-4.642000e-05,7.28e-02,
-4.640000e-05,7.12e-02,
-4.638000e-05,7.36e-02,
-4.636000e-05,7.12e-02,
-4.634000e-05,7.28e-02,
-4.632000e-05,7.12e-02,
-4.630000e-05,7.28e-02,
-4.628000e-05,7.12e-02,
-4.626000e-05,7.36e-02,
-4.624000e-05,7.04e-02,
-4.622000e-05,7.28e-02,
-4.620000e-05,7.12e-02,
-4.618000e-05,7.28e-02,
-4.616000e-05,7.12e-02,
-4.614000e-05,7.36e-02,
-4.612000e-05,7.12e-02,
-4.610000e-05,7.28e-02,
-4.608000e-05,7.20e-02,
-4.606000e-05,7.36e-02,
-4.604000e-05,7.12e-02,
-4.602000e-05,7.36e-02,
-4.600000e-05,7.12e-02,
-4.598000e-05,7.36e-02,
-4.596000e-05,7.12e-02,
-4.594000e-05,7.28e-02,
-4.592000e-05,7.12e-02,
-4.590000e-05,7.36e-02,
-4.588000e-05,7.12e-02,
-4.586000e-05,7.28e-02,
-4.584000e-05,7.12e-02,
-4.582000e-05,7.36e-02,
-4.580000e-05,7.12e-02,
-4.578000e-05,7.36e-02,
-4.576000e-05,7.12e-02,
-4.574000e-05,7.36e-02,
-4.572000e-05,7.12e-02,
-4.570000e-05,7.28e-02,
-4.568000e-05,7.12e-02,
-4.566000e-05,7.28e-02,
-4.564000e-05,7.12e-02,
-4.562000e-05,7.28e-02,
-4.560000e-05,7.12e-02,
-4.558000e-05,7.28e-02,
-4.556000e-05,7.12e-02,
-4.554000e-05,7.28e-02,
-4.552000e-05,7.12e-02,
-4.550000e-05,7.28e-02,
-4.548000e-05,7.04e-02,
-4.546000e-05,7.28e-02,
-4.544000e-05,7.04e-02,
-4.542000e-05,7.20e-02,
-4.540000e-05,7.12e-02,
-4.538000e-05,7.20e-02,
-4.536000e-05,7.12e-02,
-4.534000e-05,7.20e-02,
-4.532000e-05,7.12e-02,
-4.530000e-05,7.20e-02,
-4.528000e-05,7.12e-02,
-4.526000e-05,7.20e-02,
-4.524000e-05,7.20e-02,
-4.522000e-05,7.20e-02,
-4.520000e-05,7.28e-02,
-4.518000e-05,7.28e-02,
-4.516000e-05,7.28e-02,
-4.514000e-05,7.36e-02,
-4.512000e-05,7.20e-02,
-4.510000e-05,7.36e-02,
-4.508000e-05,7.20e-02,
-4.506000e-05,7.36e-02,
-4.504000e-05,7.20e-02,
-4.502000e-05,7.36e-02,
-4.500000e-05,7.12e-02,
-4.498000e-05,7.36e-02,
-4.496000e-05,7.20e-02,
-4.494000e-05,7.36e-02,
-4.492000e-05,7.20e-02,
-4.490000e-05,7.36e-02,
-4.488000e-05,7.12e-02,
-4.486000e-05,7.28e-02,
-4.484000e-05,7.12e-02,
-4.482000e-05,7.28e-02,
-4.480000e-05,7.12e-02,
-4.478000e-05,7.28e-02,
-4.476000e-05,7.20e-02,
-4.474000e-05,7.28e-02,
-4.472000e-05,7.12e-02,
-4.470000e-05,7.36e-02,
-4.468000e-05,7.12e-02,
-4.466000e-05,7.28e-02,
-4.464000e-05,7.12e-02,
-4.462000e-05,7.28e-02,
-4.460000e-05,7.20e-02,
-4.458000e-05,7.28e-02,
-4.456000e-05,7.20e-02,
-4.454000e-05,7.36e-02,
-4.452000e-05,7.12e-02,
-4.450000e-05,7.28e-02,
-4.448000e-05,7.12e-02,
-4.446000e-05,7.36e-02,
-4.444000e-05,7.04e-02,
-4.442000e-05,7.28e-02,
-4.440000e-05,7.04e-02,
-4.438000e-05,7.20e-02,
-4.436000e-05,7.12e-02,
-4.434000e-05,7.28e-02,
-4.432000e-05,7.04e-02,
-4.430000e-05,7.28e-02,
-4.428000e-05,7.04e-02,
-4.426000e-05,7.28e-02,
-4.424000e-05,7.04e-02,
-4.422000e-05,7.28e-02,
-4.420000e-05,7.12e-02,
-4.418000e-05,7.28e-02,
-4.416000e-05,7.12e-02,
-4.414000e-05,7.20e-02,
-4.412000e-05,7.20e-02,
-4.410000e-05,7.20e-02,
-4.408000e-05,7.28e-02,
-4.406000e-05,7.28e-02,
-4.404000e-05,7.28e-02,
-4.402000e-05,7.36e-02,
-4.400000e-05,7.28e-02,
-4.398000e-05,7.36e-02,
-4.396000e-05,7.20e-02,
-4.394000e-05,7.44e-02,
-4.392000e-05,7.20e-02,
-4.390000e-05,7.36e-02,
-4.388000e-05,7.20e-02,
-4.386000e-05,7.36e-02,
-4.384000e-05,7.20e-02,
-4.382000e-05,7.44e-02,
-4.380000e-05,7.12e-02,
-4.378000e-05,7.36e-02,
-4.376000e-05,7.12e-02,
-4.374000e-05,7.28e-02,
-4.372000e-05,7.12e-02,
-4.370000e-05,7.28e-02,
-4.368000e-05,7.20e-02,
-4.366000e-05,7.28e-02,
-4.364000e-05,7.28e-02,
-4.362000e-05,7.36e-02,
-4.360000e-05,7.28e-02,
-4.358000e-05,7.36e-02,
-4.356000e-05,7.28e-02,
-4.354000e-05,7.44e-02,
-4.352000e-05,7.36e-02,
-4.350000e-05,7.36e-02,
-4.348000e-05,7.36e-02,
-4.346000e-05,7.44e-02,
-4.344000e-05,7.36e-02,
-4.342000e-05,7.44e-02,
-4.340000e-05,7.28e-02,
-4.338000e-05,7.52e-02,
-4.336000e-05,7.28e-02,
-4.334000e-05,7.52e-02,
-4.332000e-05,7.28e-02,
-4.330000e-05,7.52e-02,
-4.328000e-05,7.28e-02,
-4.326000e-05,7.44e-02,
-4.324000e-05,7.28e-02,
-4.322000e-05,7.44e-02,
-4.320000e-05,7.28e-02,
-4.318000e-05,7.44e-02,
-4.316000e-05,7.28e-02,
-4.314000e-05,7.44e-02,
-4.312000e-05,7.28e-02,
-4.310000e-05,7.44e-02,
-4.308000e-05,7.28e-02,
-4.306000e-05,7.52e-02,
-4.304000e-05,7.28e-02,
-4.302000e-05,7.52e-02,
-4.300000e-05,7.28e-02,
-4.298000e-05,7.44e-02,
-4.296000e-05,7.28e-02,
-4.294000e-05,7.44e-02,
-4.292000e-05,7.28e-02,
-4.290000e-05,7.52e-02,
-4.288000e-05,7.28e-02,
-4.286000e-05,7.52e-02,
-4.284000e-05,7.20e-02,
-4.282000e-05,7.52e-02,
-4.280000e-05,7.28e-02,
-4.278000e-05,7.52e-02,
-4.276000e-05,7.28e-02,
-4.274000e-05,7.52e-02,
-4.272000e-05,7.28e-02,
-4.270000e-05,7.52e-02,
-4.268000e-05,7.28e-02,
-4.266000e-05,7.52e-02,
-4.264000e-05,7.28e-02,
-4.262000e-05,7.44e-02,
-4.260000e-05,7.28e-02,
-4.258000e-05,7.44e-02,
-4.256000e-05,7.28e-02,
-4.254000e-05,7.44e-02,
-4.252000e-05,7.28e-02,
-4.250000e-05,7.52e-02,
-4.248000e-05,7.20e-02,
-4.246000e-05,7.52e-02,
-4.244000e-05,7.28e-02,
-4.242000e-05,7.44e-02,
-4.240000e-05,7.28e-02,
-4.238000e-05,7.52e-02,
-4.236000e-05,7.20e-02,
-4.234000e-05,7.44e-02,
-4.232000e-05,7.28e-02,
-4.230000e-05,7.44e-02,
-4.228000e-05,7.20e-02,
-4.226000e-05,7.44e-02,
-4.224000e-05,7.28e-02,
-4.222000e-05,7.44e-02,
-4.220000e-05,7.20e-02,
-4.218000e-05,7.44e-02,
-4.216000e-05,7.28e-02,
-4.214000e-05,7.44e-02,
-4.212000e-05,7.28e-02,
-4.210000e-05,7.44e-02,
-4.208000e-05,7.28e-02,
-4.206000e-05,7.44e-02,
-4.204000e-05,7.20e-02,
-4.202000e-05,7.44e-02,
-4.200000e-05,7.36e-02,
-4.198000e-05,7.36e-02,
-4.196000e-05,7.44e-02,
-4.194000e-05,7.44e-02,
-4.192000e-05,7.36e-02,
-4.190000e-05,7.52e-02,
-4.188000e-05,7.36e-02,
-4.186000e-05,7.52e-02,
-4.184000e-05,7.36e-02,
-4.182000e-05,7.52e-02,
-4.180000e-05,7.36e-02,
-4.178000e-05,7.60e-02,
-4.176000e-05,7.28e-02,
-4.174000e-05,7.52e-02,
-4.172000e-05,7.36e-02,
-4.170000e-05,7.52e-02,
-4.168000e-05,7.36e-02,
-4.166000e-05,7.52e-02,
-4.164000e-05,7.36e-02,
-4.162000e-05,7.52e-02,
-4.160000e-05,7.36e-02,
-4.158000e-05,7.60e-02,
-4.156000e-05,7.36e-02,
-4.154000e-05,7.52e-02,
-4.152000e-05,7.36e-02,
-4.150000e-05,7.52e-02,
-4.148000e-05,7.36e-02,
-4.146000e-05,7.52e-02,
-4.144000e-05,7.36e-02,
-4.142000e-05,7.52e-02,
-4.140000e-05,7.36e-02,
-4.138000e-05,7.60e-02,
-4.136000e-05,7.36e-02,
-4.134000e-05,7.52e-02,
-4.132000e-05,7.36e-02,
-4.130000e-05,7.60e-02,
-4.128000e-05,7.36e-02,
-4.126000e-05,7.60e-02,
-4.124000e-05,7.36e-02,
-4.122000e-05,7.60e-02,
-4.120000e-05,7.36e-02,
-4.118000e-05,7.60e-02,
-4.116000e-05,7.36e-02,
-4.114000e-05,7.52e-02,
-4.112000e-05,7.44e-02,
-4.110000e-05,7.60e-02,
-4.108000e-05,7.36e-02,
-4.106000e-05,7.52e-02,
-4.104000e-05,7.44e-02,
-4.102000e-05,7.60e-02,
-4.100000e-05,7.44e-02,
-4.098000e-05,7.60e-02,
-4.096000e-05,7.44e-02,
-4.094000e-05,7.52e-02,
-4.092000e-05,7.60e-02,
-4.090000e-05,7.60e-02,
-4.088000e-05,7.60e-02,
-4.086000e-05,7.76e-02,
-4.084000e-05,7.52e-02,
-4.082000e-05,7.76e-02,
-4.080000e-05,7.60e-02,
-4.078000e-05,7.76e-02,
-4.076000e-05,7.52e-02,
-4.074000e-05,7.68e-02,
-4.072000e-05,7.60e-02,
-4.070000e-05,7.76e-02,
-4.068000e-05,7.60e-02,
-4.066000e-05,7.76e-02,
-4.064000e-05,7.60e-02,
-4.062000e-05,7.76e-02,
-4.060000e-05,7.60e-02,
-4.058000e-05,7.76e-02,
-4.056000e-05,7.60e-02,
-4.054000e-05,7.76e-02,
-4.052000e-05,7.60e-02,
-4.050000e-05,7.76e-02,
-4.048000e-05,7.60e-02,
-4.046000e-05,7.76e-02,
-4.044000e-05,7.60e-02,
-4.042000e-05,7.84e-02,
-4.040000e-05,7.52e-02,
-4.038000e-05,7.76e-02,
-4.036000e-05,7.60e-02,
-4.034000e-05,7.84e-02,
-4.032000e-05,7.52e-02,
-4.030000e-05,7.76e-02,
-4.028000e-05,7.60e-02,
-4.026000e-05,7.84e-02,
-4.024000e-05,7.60e-02,
-4.022000e-05,7.76e-02,
-4.020000e-05,7.60e-02,
-4.018000e-05,7.84e-02,
-4.016000e-05,7.60e-02,
-4.014000e-05,7.76e-02,
-4.012000e-05,7.68e-02,
-4.010000e-05,7.92e-02,
-4.008000e-05,7.60e-02,
-4.006000e-05,7.84e-02,
-4.004000e-05,7.68e-02,
-4.002000e-05,7.84e-02,
-4.000000e-05,7.60e-02,
-3.998000e-05,7.84e-02,
-3.996000e-05,7.68e-02,
-3.994000e-05,7.76e-02,
-3.992000e-05,7.68e-02,
-3.990000e-05,7.92e-02,
-3.988000e-05,7.60e-02,
-3.986000e-05,7.84e-02,
-3.984000e-05,7.68e-02,
-3.982000e-05,7.84e-02,
-3.980000e-05,7.60e-02,
-3.978000e-05,7.84e-02,
-3.976000e-05,7.60e-02,
-3.974000e-05,7.84e-02,
-3.972000e-05,7.60e-02,
-3.970000e-05,7.84e-02,
-3.968000e-05,7.60e-02,
-3.966000e-05,7.84e-02,
-3.964000e-05,7.60e-02,
-3.962000e-05,7.76e-02,
-3.960000e-05,7.68e-02,
-3.958000e-05,7.84e-02,
-3.956000e-05,7.60e-02,
-3.954000e-05,7.84e-02,
-3.952000e-05,7.60e-02,
-3.950000e-05,7.84e-02,
-3.948000e-05,7.60e-02,
-3.946000e-05,7.84e-02,
-3.944000e-05,7.60e-02,
-3.942000e-05,7.84e-02,
-3.940000e-05,7.68e-02,
-3.938000e-05,7.84e-02,
-3.936000e-05,7.60e-02,
-3.934000e-05,7.84e-02,
-3.932000e-05,7.60e-02,
-3.930000e-05,7.84e-02,
-3.928000e-05,7.68e-02,
-3.926000e-05,7.84e-02,
-3.924000e-05,7.68e-02,
-3.922000e-05,7.84e-02,
-3.920000e-05,7.76e-02,
-3.918000e-05,7.84e-02,
-3.916000e-05,7.68e-02,
-3.914000e-05,7.84e-02,
-3.912000e-05,7.68e-02,
-3.910000e-05,7.84e-02,
-3.908000e-05,7.60e-02,
-3.906000e-05,7.84e-02,
-3.904000e-05,7.68e-02,
-3.902000e-05,7.92e-02,
-3.900000e-05,7.68e-02,
-3.898000e-05,7.92e-02,
-3.896000e-05,7.68e-02,
-3.894000e-05,7.92e-02,
-3.892000e-05,7.68e-02,
-3.890000e-05,7.92e-02,
-3.888000e-05,7.68e-02,
-3.886000e-05,7.92e-02,
-3.884000e-05,7.68e-02,
-3.882000e-05,7.92e-02,
-3.880000e-05,7.68e-02,
-3.878000e-05,7.92e-02,
-3.876000e-05,7.68e-02,
-3.874000e-05,7.84e-02,
-3.872000e-05,7.76e-02,
-3.870000e-05,7.92e-02,
-3.868000e-05,7.76e-02,
-3.866000e-05,8.00e-02,
-3.864000e-05,7.68e-02,
-3.862000e-05,7.92e-02,
-3.860000e-05,7.76e-02,
-3.858000e-05,8.08e-02,
-3.856000e-05,7.68e-02,
-3.854000e-05,8.08e-02,
-3.852000e-05,7.68e-02,
-3.850000e-05,8.24e-02,
-3.848000e-05,7.52e-02,
-3.846000e-05,9.12e-02,
-3.844000e-05,6.72e-02,
-3.842000e-05,8.24e-02,
-3.840000e-05,7.44e-02,
-3.838000e-05,8.00e-02,
-3.836000e-05,7.76e-02,
-3.834000e-05,7.92e-02,
-3.832000e-05,7.76e-02,
-3.830000e-05,7.92e-02,
-3.828000e-05,7.76e-02,
-3.826000e-05,7.92e-02,
-3.824000e-05,7.84e-02,
-3.822000e-05,8.00e-02,
-3.820000e-05,7.76e-02,
-3.818000e-05,8.00e-02,
-3.816000e-05,7.76e-02,
-3.814000e-05,8.08e-02,
-3.812000e-05,7.76e-02,
-3.810000e-05,8.08e-02,
-3.808000e-05,7.76e-02,
-3.806000e-05,8.00e-02,
-3.804000e-05,7.84e-02,
-3.802000e-05,8.00e-02,
-3.800000e-05,7.84e-02,
-3.798000e-05,8.08e-02,
-3.796000e-05,7.84e-02,
-3.794000e-05,8.08e-02,
-3.792000e-05,7.84e-02,
-3.790000e-05,8.08e-02,
-3.788000e-05,7.92e-02,
-3.786000e-05,8.08e-02,
-3.784000e-05,7.84e-02,
-3.782000e-05,8.08e-02,
-3.780000e-05,7.84e-02,
-3.778000e-05,8.00e-02,
-3.776000e-05,7.92e-02,
-3.774000e-05,8.08e-02,
-3.772000e-05,7.84e-02,
-3.770000e-05,8.08e-02,
-3.768000e-05,7.92e-02,
-3.766000e-05,8.08e-02,
-3.764000e-05,7.92e-02,
-3.762000e-05,8.08e-02,
-3.760000e-05,7.92e-02,
-3.758000e-05,8.08e-02,
-3.756000e-05,7.92e-02,
-3.754000e-05,8.16e-02,
-3.752000e-05,7.92e-02,
-3.750000e-05,8.08e-02,
-3.748000e-05,7.92e-02,
-3.746000e-05,8.08e-02,
-3.744000e-05,7.92e-02,
-3.742000e-05,8.08e-02,
-3.740000e-05,7.92e-02,
-3.738000e-05,8.08e-02,
-3.736000e-05,7.92e-02,
-3.734000e-05,8.08e-02,
-3.732000e-05,7.92e-02,
-3.730000e-05,8.08e-02,
-3.728000e-05,7.92e-02,
-3.726000e-05,8.08e-02,
-3.724000e-05,8.00e-02,
-3.722000e-05,8.16e-02,
-3.720000e-05,7.84e-02,
-3.718000e-05,8.00e-02,
-3.716000e-05,7.92e-02,
-3.714000e-05,8.00e-02,
-3.712000e-05,7.92e-02,
-3.710000e-05,8.08e-02,
-3.708000e-05,7.92e-02,
-3.706000e-05,8.08e-02,
-3.704000e-05,8.00e-02,
-3.702000e-05,8.16e-02,
-3.700000e-05,7.92e-02,
-3.698000e-05,8.16e-02,
-3.696000e-05,7.92e-02,
-3.694000e-05,8.08e-02,
-3.692000e-05,7.92e-02,
-3.690000e-05,8.16e-02,
-3.688000e-05,8.00e-02,
-3.686000e-05,8.08e-02,
-3.684000e-05,8.08e-02,
-3.682000e-05,8.16e-02,
-3.680000e-05,8.00e-02,
-3.678000e-05,8.24e-02,
-3.676000e-05,8.00e-02,
-3.674000e-05,8.24e-02,
-3.672000e-05,8.00e-02,
-3.670000e-05,8.24e-02,
-3.668000e-05,8.00e-02,
-3.666000e-05,8.32e-02,
-3.664000e-05,8.00e-02,
-3.662000e-05,8.24e-02,
-3.660000e-05,8.08e-02,
-3.658000e-05,8.24e-02,
-3.656000e-05,8.08e-02,
-3.654000e-05,8.32e-02,
-3.652000e-05,8.08e-02,
-3.650000e-05,8.32e-02,
-3.648000e-05,8.08e-02,
-3.646000e-05,8.24e-02,
-3.644000e-05,8.00e-02,
-3.642000e-05,8.24e-02,
-3.640000e-05,8.00e-02,
-3.638000e-05,8.24e-02,
-3.636000e-05,8.00e-02,
-3.634000e-05,8.24e-02,
-3.632000e-05,8.08e-02,
-3.630000e-05,8.16e-02,
-3.628000e-05,8.08e-02,
-3.626000e-05,8.32e-02,
-3.624000e-05,8.00e-02,
-3.622000e-05,8.24e-02,
-3.620000e-05,8.00e-02,
-3.618000e-05,8.24e-02,
-3.616000e-05,8.08e-02,
-3.614000e-05,8.24e-02,
-3.612000e-05,8.08e-02,
-3.610000e-05,8.24e-02,
-3.608000e-05,8.16e-02,
-3.606000e-05,8.24e-02,
-3.604000e-05,8.16e-02,
-3.602000e-05,8.24e-02,
-3.600000e-05,8.16e-02,
-3.598000e-05,8.32e-02,
-3.596000e-05,8.08e-02,
-3.594000e-05,8.32e-02,
-3.592000e-05,8.08e-02,
-3.590000e-05,8.32e-02,
-3.588000e-05,8.08e-02,
-3.586000e-05,8.32e-02,
-3.584000e-05,8.16e-02,
-3.582000e-05,8.32e-02,
-3.580000e-05,8.16e-02,
-3.578000e-05,8.32e-02,
-3.576000e-05,8.16e-02,
-3.574000e-05,8.32e-02,
-3.572000e-05,8.16e-02,
-3.570000e-05,8.40e-02,
-3.568000e-05,8.16e-02,
-3.566000e-05,8.40e-02,
-3.564000e-05,8.24e-02,
-3.562000e-05,8.40e-02,
-3.560000e-05,8.24e-02,
-3.558000e-05,8.40e-02,
-3.556000e-05,8.24e-02,
-3.554000e-05,8.40e-02,
-3.552000e-05,8.24e-02,
-3.550000e-05,8.40e-02,
-3.548000e-05,8.24e-02,
-3.546000e-05,8.40e-02,
-3.544000e-05,8.24e-02,
-3.542000e-05,8.40e-02,
-3.540000e-05,8.24e-02,
-3.538000e-05,8.48e-02,
-3.536000e-05,8.16e-02,
-3.534000e-05,8.48e-02,
-3.532000e-05,8.16e-02,
-3.530000e-05,8.40e-02,
-3.528000e-05,8.16e-02,
-3.526000e-05,8.40e-02,
-3.524000e-05,8.24e-02,
-3.522000e-05,8.40e-02,
-3.520000e-05,8.24e-02,
-3.518000e-05,8.48e-02,
-3.516000e-05,8.24e-02,
-3.514000e-05,8.40e-02,
-3.512000e-05,8.24e-02,
-3.510000e-05,8.48e-02,
-3.508000e-05,8.24e-02,
-3.506000e-05,8.48e-02,
-3.504000e-05,8.24e-02,
-3.502000e-05,8.48e-02,
-3.500000e-05,8.24e-02,
-3.498000e-05,8.48e-02,
-3.496000e-05,8.16e-02,
-3.494000e-05,8.40e-02,
-3.492000e-05,8.16e-02,
-3.490000e-05,8.32e-02,
-3.488000e-05,8.16e-02,
-3.486000e-05,8.40e-02,
-3.484000e-05,8.16e-02,
-3.482000e-05,8.32e-02,
-3.480000e-05,8.16e-02,
-3.478000e-05,8.32e-02,
-3.476000e-05,8.24e-02,
-3.474000e-05,8.40e-02,
-3.472000e-05,8.24e-02,
-3.470000e-05,8.40e-02,
-3.468000e-05,8.24e-02,
-3.466000e-05,8.40e-02,
-3.464000e-05,8.24e-02,
-3.462000e-05,8.40e-02,
-3.460000e-05,8.24e-02,
-3.458000e-05,8.40e-02,
-3.456000e-05,8.24e-02,
-3.454000e-05,8.48e-02,
-3.452000e-05,8.24e-02,
-3.450000e-05,8.40e-02,
-3.448000e-05,8.32e-02,
-3.446000e-05,8.40e-02,
-3.444000e-05,8.32e-02,
-3.442000e-05,8.48e-02,
-3.440000e-05,8.24e-02,
-3.438000e-05,8.40e-02,
-3.436000e-05,8.24e-02,
-3.434000e-05,8.40e-02,
-3.432000e-05,8.32e-02,
-3.430000e-05,8.56e-02,
-3.428000e-05,8.24e-02,
-3.426000e-05,8.48e-02,
-3.424000e-05,8.32e-02,
-3.422000e-05,8.48e-02,
-3.420000e-05,8.32e-02,
-3.418000e-05,8.48e-02,
-3.416000e-05,8.40e-02,
-3.414000e-05,8.56e-02,
-3.412000e-05,8.32e-02,
-3.410000e-05,8.48e-02,
-3.408000e-05,8.32e-02,
-3.406000e-05,8.56e-02,
-3.404000e-05,8.32e-02,
-3.402000e-05,8.56e-02,
-3.400000e-05,8.32e-02,
-3.398000e-05,8.56e-02,
-3.396000e-05,8.32e-02,
-3.394000e-05,8.56e-02,
-3.392000e-05,8.40e-02,
-3.390000e-05,8.56e-02,
-3.388000e-05,8.40e-02,
-3.386000e-05,8.56e-02,
-3.384000e-05,8.40e-02,
-3.382000e-05,8.56e-02,
-3.380000e-05,8.40e-02,
-3.378000e-05,8.56e-02,
-3.376000e-05,8.40e-02,
-3.374000e-05,8.64e-02,
-3.372000e-05,8.40e-02,
-3.370000e-05,8.64e-02,
-3.368000e-05,8.40e-02,
-3.366000e-05,8.64e-02,
-3.364000e-05,8.40e-02,
-3.362000e-05,8.64e-02,
-3.360000e-05,8.48e-02,
-3.358000e-05,8.64e-02,
-3.356000e-05,8.48e-02,
-3.354000e-05,8.64e-02,
-3.352000e-05,8.48e-02,
-3.350000e-05,8.64e-02,
-3.348000e-05,8.48e-02,
-3.346000e-05,8.72e-02,
-3.344000e-05,8.48e-02,
-3.342000e-05,8.64e-02,
-3.340000e-05,8.48e-02,
-3.338000e-05,8.72e-02,
-3.336000e-05,8.48e-02,
-3.334000e-05,8.64e-02,
-3.332000e-05,8.56e-02,
-3.330000e-05,8.64e-02,
-3.328000e-05,8.56e-02,
-3.326000e-05,8.72e-02,
-3.324000e-05,8.56e-02,
-3.322000e-05,8.72e-02,
-3.320000e-05,8.56e-02,
-3.318000e-05,8.72e-02,
-3.316000e-05,8.56e-02,
-3.314000e-05,8.72e-02,
-3.312000e-05,8.56e-02,
-3.310000e-05,8.72e-02,
-3.308000e-05,8.56e-02,
-3.306000e-05,8.80e-02,
-3.304000e-05,8.56e-02,
-3.302000e-05,8.72e-02,
-3.300000e-05,8.56e-02,
-3.298000e-05,8.72e-02,
-3.296000e-05,8.64e-02,
-3.294000e-05,8.72e-02,
-3.292000e-05,8.64e-02,
-3.290000e-05,8.80e-02,
-3.288000e-05,8.56e-02,
-3.286000e-05,8.80e-02,
-3.284000e-05,8.64e-02,
-3.282000e-05,8.80e-02,
-3.280000e-05,8.64e-02,
-3.278000e-05,8.88e-02,
-3.276000e-05,8.56e-02,
-3.274000e-05,8.88e-02,
-3.272000e-05,8.64e-02,
-3.270000e-05,8.80e-02,
-3.268000e-05,8.64e-02,
-3.266000e-05,8.80e-02,
-3.264000e-05,8.64e-02,
-3.262000e-05,8.80e-02,
-3.260000e-05,8.64e-02,
-3.258000e-05,8.80e-02,
-3.256000e-05,8.64e-02,
-3.254000e-05,8.88e-02,
-3.252000e-05,8.64e-02,
-3.250000e-05,8.88e-02,
-3.248000e-05,8.64e-02,
-3.246000e-05,8.80e-02,
-3.244000e-05,8.64e-02,
-3.242000e-05,8.80e-02,
-3.240000e-05,8.64e-02,
-3.238000e-05,8.88e-02,
-3.236000e-05,8.64e-02,
-3.234000e-05,8.80e-02,
-3.232000e-05,8.64e-02,
-3.230000e-05,8.88e-02,
-3.228000e-05,8.64e-02,
-3.226000e-05,8.80e-02,
-3.224000e-05,8.72e-02,
-3.222000e-05,8.80e-02,
-3.220000e-05,8.64e-02,
-3.218000e-05,8.80e-02,
-3.216000e-05,8.72e-02,
-3.214000e-05,8.80e-02,
-3.212000e-05,8.64e-02,
-3.210000e-05,8.88e-02,
-3.208000e-05,8.64e-02,
-3.206000e-05,8.88e-02,
-3.204000e-05,8.64e-02,
-3.202000e-05,8.88e-02,
